index,l(w),l(x),l(y),l(xy),l(yx),l(y*x),l(y\lefttriangle x),\mu_1,\mu_2,\mu_3,\mu_4,\mu_5,\delta(x_12),\delta(x_13),\delta(x_14),\delta(x_15),\delta(x_23),\delta(x_24),\delta(x_25),\delta(x_34),\delta(x_35),\delta(x_45),\delta(y^-1_12),\delta(y^-1_13),\delta(y^-1_14),\delta(y^-1_15),\delta(y^-1_23),\delta(y^-1_24),\delta(y^-1_25),\delta(y^-1_34),\delta(y^-1_35),\delta(y^-1_45),dimension,components
2159,58,7,7,6,4,10,2,5,4,0,-3,-6,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,31,1
2160,44,5,9,6,6,10,5,5,2,0,-2,-5,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,25,3
2161,46,6,6,6,6,9,2,5,2,0,-3,-4,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,26,10
2162,44,6,6,6,6,9,2,4,3,0,-3,-4,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,25,10
2163,46,7,7,6,4,10,2,4,3,0,-2,-5,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,25,1
2164,46,5,3,6,4,7,1,5,2,-1,-2,-4,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,25,1
2165,28,4,4,6,6,7,3,3,1,0,-1,-3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,17,4
2166,58,4,2,6,4,5,1,6,3,-1,-3,-5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,31,1
2167,60,7,5,6,6,10,1,6,3,0,-4,-5,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,33,15
2168,34,5,7,6,8,10,3,4,2,-1,-2,-3,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,21,10
2169,52,4,8,6,8,10,5,5,4,0,-4,-5,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,29,20
2170,42,8,2,6,6,8,0,3,2,1,-2,-4,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,24,5
2171,40,4,8,6,8,10,5,4,2,1,-2,-5,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,24,4
2172,44,5,5,6,6,9,2,4,3,0,-3,-4,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,25,13
2173,44,7,5,6,4,9,1,4,2,1,-3,-4,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,24,1
2174,50,10,4,6,6,10,0,5,2,-1,-2,-4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,28,17
2175,54,4,6,6,8,9,4,6,3,-1,-3,-5,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,31,43
2176,44,6,4,6,6,8,2,4,3,-1,-2,-4,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,25,2
2177,56,8,2,6,6,8,0,5,3,-1,-2,-5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,31,20
2178,44,7,5,6,6,9,1,4,2,1,-3,-4,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,25,9
2179,48,5,7,6,8,10,3,4,3,2,-4,-5,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,28,6
2180,60,5,5,6,6,9,2,5,4,1,-4,-6,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,33,25
2181,40,5,5,6,6,9,3,6,0,-1,-2,-3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,23,3
2182,50,6,6,6,8,10,2,5,4,-2,-3,-4,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,29,15
2183,47,4,9,7,7,10,6,6,3,-2,-3,-4,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,27,18
2184,61,4,3,7,5,6,2,5,4,1,-4,-6,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,33,6
2185,57,1,6,7,7,7,6,5,4,2,-5,-6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,31,7
2186,63,2,5,7,5,6,4,6,4,1,-5,-6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,34,5
2187,65,6,3,7,7,8,1,5,4,2,-5,-6,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,36,56
2188,49,3,10,7,7,10,7,6,3,-1,-3,-5,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,28,15
2189,51,5,4,7,9,9,1,5,2,0,-1,-6,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,30,54
2190,37,4,3,7,7,7,2,3,2,1,-2,-4,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,21,5
2191,55,4,9,7,5,9,5,6,3,0,-3,-6,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,30,2
2192,49,4,7,7,7,9,4,5,3,0,-3,-5,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,28,35
2193,39,5,4,7,5,7,2,5,1,-1,-2,-3,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,22,2
2194,41,3,8,7,7,10,6,5,2,0,-3,-4,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,24,11
2195,61,4,7,7,7,9,4,6,5,-2,-3,-6,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,34,20
2196,15,1,6,7,7,7,6,2,1,0,-1,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,10,1
2197,49,3,6,7,9,9,5,5,2,1,-2,-6,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,29,75
2198,47,5,4,7,5,7,2,4,3,0,-2,-5,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,26,3
2199,47,4,9,7,7,10,6,6,1,0,-1,-6,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,27,24
2200,41,2,9,7,7,10,7,5,2,0,-2,-5,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,24,19
2201,71,5,2,7,7,7,2,6,5,0,-5,-6,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,39,91
2202,43,5,2,7,7,7,2,6,0,-1,-2,-3,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,25,15
2203,45,4,5,7,5,7,3,4,3,0,-2,-5,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,25,3
2204,49,4,5,7,5,7,3,5,4,-2,-3,-4,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,27,6
2205,47,2,5,7,7,7,5,5,2,1,-3,-5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,27,25
2206,49,3,4,7,7,7,4,4,3,2,-4,-5,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,28,3
2207,55,2,5,7,7,7,5,6,2,1,-3,-6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,31,32
2208,49,2,7,7,7,8,6,5,4,-1,-3,-5,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,28,12
2209,35,5,6,7,7,9,3,4,2,-1,-2,-3,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,21,11
2210,47,4,7,7,7,9,5,5,4,-2,-3,-4,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,27,30
2211,65,9,2,7,7,9,0,6,3,0,-4,-5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,36,64
2212,65,7,6,7,7,10,1,6,5,-2,-3,-6,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,35,7
2213,57,7,6,7,7,10,1,6,2,0,-2,-6,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,32,10
2214,25,7,2,7,7,8,0,2,1,0,-1,-2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,16,3
2215,47,5,6,7,7,9,3,5,2,0,-2,-5,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,27,13
2216,41,5,8,7,7,10,5,5,2,-1,-2,-4,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,24,14
2217,59,6,1,7,7,7,0,5,3,0,-2,-6,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,33,15
2218,61,6,7,7,5,10,3,6,4,-1,-3,-6,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,33,4
2219,55,5,8,7,7,10,4,6,4,-2,-3,-5,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,31,33
2220,71,7,2,7,7,8,0,6,4,1,-5,-6,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,39,94
2221,55,6,3,7,9,9,0,6,2,-1,-2,-5,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,32,75
2222,41,7,4,7,9,10,0,5,1,-1,-2,-3,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,25,12
2223,57,7,2,7,7,8,0,6,2,-1,-2,-5,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,32,17
2224,55,8,3,7,5,9,0,6,1,0,-2,-5,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,30,2
2225,67,7,2,7,7,8,0,5,4,2,-5,-6,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,37,69
2226,59,5,2,7,5,6,1,6,3,-1,-3,-5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,32,3
2227,59,6,7,7,7,10,3,6,4,-1,-4,-5,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,33,45
2228,59,5,4,7,9,9,2,5,4,0,-3,-6,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,33,70
2229,47,8,3,7,5,9,0,4,3,-1,-2,-4,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,26,5
2230,41,5,6,7,5,9,3,4,2,1,-3,-4,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,23,4
2231,63,7,2,7,7,8,0,6,4,-2,-3,-5,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,35,20
2232,55,8,5,7,7,10,0,6,2,-1,-2,-5,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,30,5
2233,39,9,4,7,7,10,0,4,1,0,-2,-3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,23,14
2234,47,8,5,7,7,10,0,4,3,0,-3,-4,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,27,16
2235,57,5,6,7,5,9,3,6,3,0,-4,-5,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,31,4
2236,53,6,5,7,5,9,2,5,2,1,-2,-6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,29,3
2237,59,7,4,7,5,9,0,6,2,0,-2,-6,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,32,2
2238,51,7,6,7,7,10,2,5,2,0,-1,-6,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,28,4
2239,65,9,2,7,7,9,0,6,3,-1,-2,-6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,36,70
2240,45,9,4,7,5,10,0,3,2,1,0,-6,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,25,2
2241,55,7,4,7,7,9,2,6,2,-1,-2,-5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,31,35
2242,69,7,4,7,9,10,0,6,5,-1,-4,-6,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,38,93
2243,51,9,4,7,7,10,0,5,2,0,-3,-4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,29,10
2244,70,6,2,6,8,8,0,6,5,-1,-4,-6,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,39,15
2245,64,7,5,6,6,9,2,5,4,2,-5,-6,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,35,3
2246,50,7,3,6,8,9,0,6,1,-1,-2,-4,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,29,10
2247,36,4,8,6,6,9,5,4,2,0,-2,-4,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,21,2
2248,38,5,5,6,10,10,2,5,1,-1,-2,-3,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,23,8
2249,52,6,2,6,6,7,0,5,3,-1,-3,-4,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,29,6
2250,54,7,3,6,10,10,0,4,3,2,-4,-5,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,32,39
2251,44,5,5,6,10,10,2,4,3,0,-3,-4,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,26,32
2252,52,4,8,6,6,9,5,5,3,1,-3,-6,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,29,3
2253,44,5,3,6,6,7,1,5,1,0,-2,-4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,25,12
2254,68,8,2,6,10,10,0,6,3,1,-4,-6,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,39,380
2255,46,7,1,6,8,8,0,6,0,-1,-2,-3,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,27,48
2256,62,8,4,6,6,9,0,5,3,2,-4,-6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,34,4
2257,56,8,4,6,8,10,0,4,3,2,-3,-6,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,31,15
2258,44,9,3,6,8,10,0,5,1,-1,-2,-3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,26,35
2259,62,5,7,6,8,10,5,6,3,2,-5,-6,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,34,7
2260,62,7,3,6,10,10,0,6,3,-1,-2,-6,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,36,200
2261,66,7,5,6,6,9,1,6,3,2,-5,-6,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,36,2
2262,64,7,5,6,6,9,1,5,4,2,-5,-6,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,35,3
2263,68,7,5,6,6,9,1,6,4,1,-5,-6,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,37,4
2264,60,8,4,6,6,9,0,6,3,-1,-3,-5,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,33,10
2265,66,5,3,6,8,8,0,6,3,2,-5,-6,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,36,27
2266,50,3,9,6,8,10,7,5,4,0,-4,-5,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,28,4
2267,60,5,3,6,6,7,2,5,3,2,-4,-6,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,33,14
2268,62,5,5,6,10,10,2,6,5,-2,-4,-5,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,36,144
2269,36,4,6,6,8,9,4,3,2,1,-1,-5,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,22,7
2270,46,4,6,6,8,9,4,5,2,0,-2,-5,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,27,30
2271,38,5,5,6,10,10,2,3,2,1,-1,-5,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,24,15
2272,46,3,7,6,8,9,6,6,1,0,-2,-5,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,27,14
2273,36,3,5,6,6,7,4,3,2,1,-1,-5,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,21,1
2274,46,5,3,6,8,8,0,5,2,-1,-2,-4,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,27,9
2275,56,4,6,6,8,9,4,6,2,1,-3,-6,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,32,40
2276,56,4,6,6,10,10,6,6,3,0,-4,-5,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,33,296
2277,38,2,6,6,8,8,6,5,1,0,-2,-4,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,23,24
2278,56,3,5,6,6,7,4,5,3,2,-4,-6,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,31,10
2279,52,3,5,6,8,8,5,5,3,1,-4,-5,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,30,48
2280,53,7,6,5,5,9,1,6,2,-1,-2,-5,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,29,3
2281,53,5,2,5,7,7,0,5,4,-2,-3,-4,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,30,3
2282,43,3,6,5,5,7,4,4,2,1,-1,-6,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,24,4
2283,33,7,6,5,5,10,1,3,2,0,-2,-3,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,19,1
2284,47,6,7,5,5,9,2,5,3,-1,-3,-4,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,26,1
2285,47,5,2,5,5,6,0,4,2,1,-2,-5,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,26,2
2286,45,3,6,5,5,7,4,5,2,0,-2,-5,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,25,7
2287,55,4,5,5,5,7,2,5,3,1,-3,-6,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,30,6
2288,49,8,5,5,7,10,0,6,1,-1,-2,-4,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,28,26
2289,53,7,6,5,5,10,1,5,3,0,-3,-5,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,29,2
2290,51,4,3,5,5,6,1,5,2,0,-1,-6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,28,3
2291,47,4,3,5,5,6,1,5,2,0,-3,-4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,26,3
2292,37,7,4,5,7,9,0,3,2,0,-1,-4,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,22,18
2293,49,6,5,5,5,8,1,5,2,0,-2,-5,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,27,3
2294,61,7,2,5,9,9,0,5,3,1,-3,-6,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,35,144
2295,37,7,4,5,5,8,0,3,2,0,-1,-4,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,21,3
2296,37,5,4,5,5,7,2,4,1,0,-1,-4,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,21,5
2297,61,4,5,5,5,7,3,6,3,1,-4,-6,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,33,7
2298,59,5,4,5,5,7,2,6,2,1,-3,-6,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,32,6
2299,51,5,4,5,5,7,1,5,4,-2,-3,-4,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,28,3
2300,61,7,2,5,9,9,0,6,3,-1,-3,-5,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,35,144
2301,59,6,3,5,9,9,0,6,3,-1,-3,-5,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,34,72
2302,41,5,6,5,5,9,3,4,2,1,-3,-4,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,23,1
2303,65,6,5,5,5,8,2,6,5,-2,-3,-6,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,35,3
2304,61,6,5,5,5,9,1,6,3,0,-3,-6,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,33,3
2305,43,6,5,5,5,9,1,4,2,0,-1,-5,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,24,6
2306,49,3,6,5,9,9,6,6,3,-2,-3,-4,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,29,45
2307,33,2,7,5,9,9,7,5,1,-1,-2,-3,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,21,4
2308,61,4,5,5,5,8,3,5,4,2,-5,-6,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,33,1
2309,45,6,7,5,5,9,3,6,1,-1,-2,-4,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,25,2
2310,39,4,9,5,7,10,6,5,2,-1,-2,-4,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,23,14
2311,49,4,3,5,5,6,2,4,3,1,-3,-5,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,27,1
2312,39,3,8,5,9,10,6,5,2,-1,-2,-4,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,24,16
2313,41,4,7,5,9,10,6,5,2,-1,-2,-4,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,25,33
2314,49,5,6,5,5,9,3,4,3,1,-2,-6,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,27,5
2315,53,4,9,5,7,10,6,5,4,0,-3,-6,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,30,18
2316,57,7,2,5,7,8,0,6,2,-1,-2,-5,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,32,36
2317,51,6,5,5,5,10,2,5,2,1,-3,-5,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,28,5
2318,57,4,5,5,5,7,3,6,3,-1,-2,-6,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,31,3
2319,41,2,7,5,7,8,6,6,1,-1,-2,-4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,23,5
2320,37,3,8,5,9,10,6,4,2,0,-1,-5,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,23,14
2321,45,3,6,5,5,8,4,6,1,0,-3,-4,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,25,5
2322,59,5,4,5,5,8,1,6,3,-1,-2,-6,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,32,3
2323,63,7,4,5,5,10,0,5,4,1,-4,-6,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,34,7
2324,57,5,4,5,5,7,2,5,4,-1,-2,-6,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,31,1
2325,53,5,6,5,5,9,3,5,3,0,-2,-6,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,29,8
2326,61,6,5,5,5,9,1,6,3,0,-3,-6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,33,9
2327,39,3,6,5,5,8,4,4,2,0,-1,-5,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,22,2
2328,49,1,6,5,7,7,6,5,3,1,-4,-5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,28,20
2329,53,1,6,5,7,7,6,6,4,-2,-3,-5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,29,2
2330,49,4,5,5,5,8,3,5,2,0,-1,-6,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,27,3
2331,36,8,6,4,6,10,0,3,2,0,-1,-4,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,21,3
2332,60,8,6,4,6,10,0,6,4,-2,-3,-5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,33,4
2333,54,7,3,4,6,9,0,4,3,2,-4,-5,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,30,6
2334,46,9,5,4,6,10,0,5,1,0,-2,-4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,26,14
2335,62,7,3,4,6,9,0,5,3,2,-4,-6,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,34,12
2336,42,8,4,4,6,9,0,3,2,1,-1,-5,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,24,16
2337,44,6,2,4,6,7,0,4,2,0,-2,-4,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,25,18
2338,38,3,3,4,6,6,2,5,1,-1,-2,-3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,22,4
2339,50,8,4,4,6,9,0,6,1,-1,-2,-4,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,28,10
2340,68,8,4,4,6,9,0,6,5,-2,-3,-6,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,37,18
2341,62,5,9,4,6,10,5,6,4,1,-5,-6,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,34,7
2342,46,2,4,4,6,6,4,5,2,0,-2,-5,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,26,9
2343,32,5,9,4,6,10,5,4,1,0,-1,-4,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,19,12
2344,54,7,7,4,6,10,2,5,3,0,-2,-6,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,30,8
2345,42,5,9,4,6,10,5,4,2,1,-1,-6,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,24,15
