index,l(w),l(x),l(y),l(xy),l(yx),l(y*x),l(y\lefttriangle x),\mu_1,\mu_2,\mu_3,\mu_4,\mu_5,\delta(x_12),\delta(x_13),\delta(x_14),\delta(x_15),\delta(x_23),\delta(x_24),\delta(x_25),\delta(x_34),\delta(x_35),\delta(x_45),\delta(y^-1_12),\delta(y^-1_13),\delta(y^-1_14),\delta(y^-1_15),\delta(y^-1_23),\delta(y^-1_24),\delta(y^-1_25),\delta(y^-1_34),\delta(y^-1_35),\delta(y^-1_45),dimension,components
173,63,7,4,7,7,9,2,5,4,1,-4,-6,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,35,66
174,55,4,3,7,7,7,3,5,3,0,-2,-6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,31,42
175,55,5,4,7,5,7,2,5,4,-1,-3,-5,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,30,2
176,55,8,3,7,7,9,0,4,3,2,-4,-5,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,31,25
177,49,5,4,7,9,9,2,4,3,1,-3,-5,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,28,32
178,51,5,4,7,9,9,2,5,4,-2,-3,-4,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,29,19
179,42,1,9,10,8,9,8,4,3,2,-4,-5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,24,6
180,26,8,2,10,10,10,0,2,1,0,-1,-2,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,17,10
181,44,9,1,10,8,9,0,3,2,1,-2,-4,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,26,48
182,52,3,7,10,10,10,7,5,4,-1,-2,-6,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,30,75
183,62,5,5,10,6,8,3,6,3,1,-4,-6,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,34,16
184,34,1,9,10,8,9,8,4,3,-1,-2,-4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,20,8
185,48,3,7,10,6,8,5,5,2,1,-2,-6,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,27,4
186,20,1,9,10,8,9,8,3,1,0,-1,-3,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,13,3
187,36,6,4,10,8,9,1,4,1,0,-2,-3,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,21,14
188,46,6,4,10,8,9,1,5,2,-1,-2,-4,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,27,72
189,34,4,6,10,8,9,5,3,2,1,-2,-4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,20,9
190,64,8,2,10,6,8,0,6,3,-1,-2,-6,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,35,8
191,52,8,2,10,6,8,0,6,1,-1,-2,-4,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,29,12
192,48,2,8,10,8,9,7,5,3,0,-2,-6,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,28,30
193,12,1,9,10,8,9,8,2,1,0,-1,-2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,9,1
194,44,1,9,10,8,9,8,6,3,-2,-3,-4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,25,5
195,50,5,5,10,6,8,3,5,2,0,-1,-6,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,28,4
196,52,5,5,10,6,8,3,6,2,-1,-2,-5,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,29,6
197,68,10,0,10,10,10,0,5,4,0,-3,-6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,39,680
198,54,9,1,10,8,9,0,4,3,0,-2,-5,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,31,96
199,58,5,5,10,6,8,3,6,4,-2,-3,-5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,32,7
200,66,5,5,10,6,8,3,6,5,-1,-4,-6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,36,7
201,56,10,0,10,10,10,0,4,2,1,-1,-6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,33,225
202,64,7,3,10,6,8,1,6,4,-1,-4,-5,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,35,12
203,56,9,1,10,8,9,0,6,1,0,-3,-4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,32,144
204,76,9,1,10,8,9,0,6,5,0,-5,-6,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,42,96
205,46,3,7,10,8,9,6,4,3,1,-2,-6,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,27,9
206,49,6,5,9,5,9,1,4,3,0,-1,-6,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,27,7
207,49,4,7,9,5,8,4,4,3,2,-3,-6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,27,2
208,51,5,6,9,5,8,3,6,2,-1,-2,-5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,28,2
209,65,6,5,9,5,8,2,6,4,0,-4,-6,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,35,3
210,39,3,8,9,5,9,5,5,2,-1,-2,-4,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,22,2
211,71,9,2,9,7,9,0,6,3,2,-5,-6,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,39,18
212,53,7,4,9,5,9,1,4,3,1,-2,-6,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,29,5
213,61,7,4,9,5,8,1,6,3,0,-4,-5,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,33,2
214,57,5,6,9,5,8,3,6,2,1,-3,-6,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,31,3
215,57,5,6,9,5,8,3,6,3,0,-4,-5,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,31,2
216,31,4,7,9,5,10,4,4,1,0,-2,-3,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,18,5
217,41,7,4,9,5,9,1,3,2,1,-1,-5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,23,2
218,45,9,2,9,9,10,0,5,1,-1,-2,-3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,27,30
219,61,10,1,9,9,10,0,6,1,0,-1,-6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,35,155
220,41,5,6,9,5,10,2,4,2,1,-3,-4,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,23,4
221,35,3,8,9,5,9,5,4,2,0,-2,-4,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,20,1
222,63,8,3,9,5,9,0,5,4,0,-3,-6,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,34,2
223,63,5,6,9,5,10,2,6,3,2,-5,-6,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,34,5
224,61,6,5,9,5,10,2,5,4,1,-4,-6,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,33,7
225,59,9,0,9,9,9,0,4,3,1,-2,-6,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,34,226
226,61,6,3,9,5,7,1,6,2,1,-3,-6,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,33,4
227,43,4,5,9,5,7,3,5,1,0,-1,-5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,24,3
228,47,3,6,9,5,7,4,6,1,0,-2,-5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,26,2
229,23,6,3,9,5,7,1,2,1,0,-1,-2,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,14,2
230,57,8,1,9,7,8,0,4,3,1,-2,-6,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,32,42
231,67,8,1,9,7,8,0,6,3,0,-3,-6,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,37,88
232,57,4,5,9,5,7,3,6,2,1,-3,-6,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,31,3
233,59,4,5,9,5,7,3,6,3,0,-3,-6,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,32,9
234,55,8,1,9,7,8,0,5,3,-1,-3,-4,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,31,27
235,55,7,2,9,7,8,0,5,3,-1,-2,-5,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,31,21
236,57,4,5,9,5,7,3,5,3,2,-4,-6,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,31,1
237,49,5,4,9,5,7,2,5,3,-1,-3,-4,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,27,5
238,55,3,6,9,5,7,4,6,3,0,-4,-5,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,30,9
239,55,2,7,9,5,7,5,6,3,0,-3,-6,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,30,2
240,45,3,6,9,5,7,4,4,3,0,-1,-6,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,25,7
241,44,3,9,8,6,10,6,6,2,-1,-3,-4,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,25,1
242,48,3,9,8,6,10,6,5,3,1,-4,-5,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,27,10
243,54,5,7,8,6,9,4,5,4,0,-4,-5,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,30,23
244,70,5,3,8,8,8,1,6,5,0,-5,-6,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,39,119
245,36,5,3,8,8,8,1,3,2,0,-1,-4,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,22,6
246,50,3,5,8,6,7,4,4,3,2,-3,-6,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,28,15
247,58,3,7,8,6,8,5,5,4,2,-5,-6,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,32,21
248,56,4,6,8,6,8,4,6,2,1,-3,-6,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,31,15
249,62,4,6,8,6,8,4,6,5,-2,-3,-6,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,33,1
250,36,3,9,8,6,10,6,5,1,0,-2,-4,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,21,2
251,52,9,3,8,6,9,0,5,2,0,-3,-4,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,29,14
252,58,8,4,8,6,9,0,6,2,0,-3,-5,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,32,14
253,40,4,8,8,6,9,5,5,2,-1,-2,-4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,22,1
254,36,1,7,8,6,7,6,5,1,0,-2,-4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,21,7
255,50,3,9,8,8,10,7,5,3,1,-3,-6,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,29,69
256,40,2,8,8,8,9,7,6,1,-1,-2,-4,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,24,3
257,48,4,4,8,8,8,2,5,2,0,-2,-5,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,28,14
258,44,1,7,8,8,8,7,6,1,0,-2,-5,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,26,37
259,52,4,8,8,8,10,5,6,2,0,-2,-6,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,30,27
260,34,4,8,8,6,9,5,3,2,1,-1,-5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,20,4
261,56,4,4,8,8,8,2,6,2,0,-2,-6,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,32,27
262,48,8,2,8,6,8,0,4,2,0,-1,-5,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,27,11
263,32,3,5,8,6,7,4,3,2,0,-1,-4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,18,1
264,40,2,10,8,8,10,8,4,3,0,-1,-6,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,24,14
265,64,7,5,8,6,10,1,6,3,1,-4,-6,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,35,4
266,50,6,6,8,6,9,2,4,3,2,-4,-5,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,27,1
267,52,5,7,8,4,9,3,5,3,1,-4,-5,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,28,1
268,60,6,6,8,6,9,2,6,3,0,-3,-6,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,33,9
269,66,7,5,8,6,10,1,6,3,2,-5,-6,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,35,1
270,40,2,8,8,8,9,7,4,2,1,-1,-6,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,23,8
271,56,5,7,8,6,10,3,5,3,2,-4,-6,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,31,1
272,68,7,3,8,6,8,0,6,5,-2,-3,-6,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,37,7
273,54,2,6,8,8,8,5,6,3,-1,-2,-6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,31,56
274,46,3,7,8,6,9,5,5,3,-1,-2,-5,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,25,1
275,56,3,7,8,6,9,5,6,3,0,-3,-6,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,31,9
276,56,3,7,8,6,9,5,6,3,0,-3,-6,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,31,9
277,46,5,7,8,6,10,4,6,1,0,-3,-4,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,26,5
278,44,7,5,8,6,9,2,4,2,0,-1,-5,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,25,11
279,20,6,6,8,8,10,4,2,1,0,-1,-2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,14,3
280,60,7,5,8,6,9,2,6,4,-2,-3,-5,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,33,26
281,48,4,8,8,6,9,5,6,3,-2,-3,-4,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,26,1
282,54,8,4,8,8,10,1,5,4,-2,-3,-4,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,31,43
283,52,4,4,8,6,7,3,5,2,1,-2,-6,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,29,16
284,58,8,0,8,8,8,0,5,4,-2,-3,-4,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,33,53
285,62,6,2,8,8,8,1,5,4,0,-3,-6,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,35,140
286,48,5,5,8,4,8,2,5,2,0,-2,-5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,26,1
287,56,6,4,8,6,8,1,6,2,0,-3,-5,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,31,14
288,62,6,4,8,6,8,1,5,4,1,-4,-6,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,34,22
289,68,7,3,8,6,8,0,6,3,2,-5,-6,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,37,7
290,68,6,4,8,6,8,1,6,5,-1,-4,-6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,37,23
291,32,3,7,8,6,9,5,4,2,-1,-2,-3,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,19,7
292,56,4,8,8,6,9,5,5,4,1,-4,-6,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,31,18
293,56,8,4,8,6,9,0,6,1,0,-1,-6,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,31,11
294,42,7,5,8,8,10,2,6,0,-1,-2,-3,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,25,1
295,52,5,3,8,4,6,1,4,3,1,-2,-6,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,28,1
296,62,6,2,8,6,7,1,6,4,-2,-3,-5,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,34,27
297,44,3,7,8,6,9,5,5,3,-1,-3,-4,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,25,12
298,38,4,6,8,4,7,3,6,0,-1,-2,-3,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,21,1
299,60,4,8,8,8,10,6,6,5,-2,-3,-6,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,34,33
300,46,7,5,8,4,9,1,4,2,1,-2,-5,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,25,1
301,54,7,5,8,4,9,1,5,3,0,-3,-5,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,29,1
302,52,5,3,8,6,7,2,4,3,1,-2,-6,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,29,16
303,38,6,2,8,6,7,1,4,1,0,-2,-3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,22,9
304,40,3,5,8,4,7,3,4,2,0,-1,-5,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,22,1
305,64,5,3,8,4,7,1,5,4,2,-5,-6,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,34,1
306,62,9,1,8,8,9,0,5,3,1,-4,-5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,35,176
307,28,5,5,8,6,9,2,3,1,0,-1,-3,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,17,5
308,38,5,7,8,4,8,3,4,2,0,-2,-4,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,21,1
309,52,8,4,8,8,10,1,4,3,1,-3,-5,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,30,45
310,48,5,7,8,8,10,5,4,3,1,-2,-6,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,28,70
311,36,1,7,8,6,7,6,4,2,1,-3,-4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,20,1
312,56,3,5,8,6,7,4,5,4,0,-3,-6,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,31,18
313,52,4,4,8,6,7,3,5,2,1,-2,-6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,29,17
314,66,6,6,8,4,9,2,6,5,-1,-4,-6,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,35,1
315,62,6,2,8,4,7,0,5,4,0,-3,-6,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,33,1
316,66,9,1,8,8,9,0,6,3,0,-4,-5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,37,264
317,54,6,4,8,6,8,1,4,3,2,-3,-6,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,30,20
318,36,4,8,8,8,10,6,3,2,1,0,-6,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,22,3
319,52,6,2,8,4,7,0,5,3,-1,-3,-4,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,28,1
320,56,3,5,8,6,7,4,6,4,-2,-3,-5,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,31,5
321,42,5,5,8,6,9,2,4,3,-1,-2,-4,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,24,5
322,56,7,3,8,6,8,0,5,2,1,-2,-6,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,31,7
323,52,6,6,8,8,10,3,5,2,1,-2,-6,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,30,27
324,70,9,3,8,6,10,0,6,5,-2,-3,-6,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,38,32
325,72,10,2,8,8,10,0,6,5,-2,-3,-6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,40,230
326,50,3,7,8,4,7,4,5,3,1,-4,-5,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,27,1
327,50,7,3,8,6,8,0,6,1,-1,-2,-4,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,28,13
328,54,7,3,8,6,8,0,4,3,2,-4,-5,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,30,18
329,54,5,5,8,6,9,2,5,3,1,-4,-5,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,30,16
330,60,7,3,8,6,8,0,5,3,1,-3,-6,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,33,9
331,40,5,5,8,4,7,2,3,2,1,0,-6,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,22,1
332,61,3,8,9,7,9,6,6,4,1,-5,-6,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,34,29
333,49,2,9,9,9,10,8,6,2,1,-4,-5,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,28,45
334,25,7,2,9,7,8,0,2,1,0,-1,-2,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,16,4
335,43,7,2,9,7,8,0,3,2,1,-1,-5,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,25,14
336,57,5,4,9,5,7,2,6,2,1,-4,-5,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,31,6
337,55,7,2,9,7,8,0,4,3,2,-4,-5,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,31,30
338,61,5,6,9,5,8,3,6,4,-1,-3,-6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,33,1
339,55,2,7,9,9,9,7,5,4,1,-4,-6,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,31,35
340,43,2,7,9,7,8,6,5,2,0,-2,-5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,25,7
341,59,5,4,9,7,8,1,6,4,-2,-3,-5,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,33,13
342,57,5,4,9,5,7,2,5,3,1,-3,-6,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,31,5
343,45,3,6,9,5,8,4,5,2,0,-2,-5,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,25,1
344,45,6,3,9,7,8,1,4,2,0,-1,-5,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,26,23
345,45,4,7,9,7,9,5,6,1,0,-3,-4,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,26,19
346,49,5,4,9,7,8,1,5,2,0,-2,-5,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,28,15
347,39,3,6,9,7,8,5,5,1,0,-2,-4,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,23,6
348,51,7,2,9,7,8,0,5,2,0,-3,-4,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,29,26
349,61,5,4,9,5,7,2,6,3,0,-3,-6,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,33,4
350,49,7,2,9,7,8,0,5,2,-1,-2,-4,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,28,28
351,51,6,3,9,7,8,0,5,2,0,-2,-5,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,29,15
352,57,7,2,9,7,8,0,6,3,-2,-3,-4,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,32,33
353,47,4,7,9,5,8,4,4,3,1,-2,-6,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,26,2
354,27,1,8,9,9,9,8,4,1,0,-2,-3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,17,9
355,57,7,4,9,7,9,0,5,4,-1,-3,-5,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,32,6
356,33,5,4,9,7,8,1,3,2,0,-2,-3,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,20,3
357,61,6,5,9,7,9,1,6,3,0,-3,-6,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,34,24
358,65,4,5,9,7,8,3,6,5,-1,-4,-6,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,36,10
359,41,5,4,9,7,8,1,4,2,0,-2,-4,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,24,6
360,61,5,6,9,7,10,3,5,4,2,-5,-6,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,34,40
361,43,0,9,9,9,9,9,5,2,1,-2,-6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,26,21
362,47,3,6,9,7,8,4,6,2,-1,-3,-4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,27,28
